emp_no,last_name,title,from_date,birth_date,first_name,to_date
461615,Borovoy,Senior Staff,1985-03-30,1953-07-16,Flemming,9999-01-01
461625,Bael,Senior Staff,1995-04-04,1955-09-30,Margareta,9999-01-01
461625,Bael,Staff,1989-04-04,1955-09-30,Margareta,1995-04-04
461638,Hettesheimer,Technique Leader,1986-03-03,1953-07-27,Gad,9999-01-01
461640,Auyong,Engineer,1988-10-26,1955-06-21,Krassimir,1996-10-26
461640,Auyong,Senior Engineer,1996-10-26,1955-06-21,Krassimir,9999-01-01
461654,Kropp,Senior Engineer,1999-10-24,1954-10-26,Douadi,9999-01-01
461672,Cardazo,Engineer,1992-09-04,1954-08-16,Adib,2000-09-04
461672,Cardazo,Senior Engineer,2000-09-04,1954-08-16,Adib,9999-01-01
461691,Lichtman,Staff,1996-02-22,1954-10-04,Gadiel,9999-01-01
461693,Cappello,Engineer,1990-09-07,1952-10-14,Fusako,1999-09-07
461693,Cappello,Senior Engineer,1999-09-07,1952-10-14,Fusako,9999-01-01
461694,Dratva,Senior Staff,1986-01-16,1954-03-13,Arup,9999-01-01
461704,Bultermann,Senior Staff,1987-04-30,1953-10-15,Akhilish,9999-01-01
461711,Dulay,Assistant Engineer,1985-04-17,1955-11-11,Evgueni,1990-04-17
461711,Dulay,Engineer,1990-04-17,1955-11-11,Evgueni,1995-04-17
461711,Dulay,Senior Engineer,1995-04-17,1955-11-11,Evgueni,9999-01-01
461718,Gruenwald,Engineer,1995-07-07,1955-03-19,Florina,9999-01-01
461721,Schiper,Senior Staff,1993-01-28,1953-10-06,Dinah,9999-01-01
461721,Schiper,Staff,1988-01-29,1953-10-06,Dinah,1993-01-28
461751,Terlouw,Engineer,1997-01-03,1953-02-02,Billie,9999-01-01
461757,Isaac,Engineer,1985-04-02,1952-07-10,Hailing,1990-04-02
461757,Isaac,Senior Engineer,1990-04-02,1952-07-10,Hailing,9999-01-01
461758,Weiland,Senior Engineer,1998-05-12,1954-03-22,Niclas,9999-01-01
461762,Speer,Staff,1995-02-24,1955-12-04,Yechiam,9999-01-01
461763,Marsiglia,Engineer,1985-03-04,1954-04-29,Arunachalam,1992-03-04
461763,Marsiglia,Senior Engineer,1992-03-04,1954-04-29,Arunachalam,9999-01-01
461768,Breugel,Engineer,1985-08-20,1953-07-28,Geoffry,1994-08-20
461768,Breugel,Senior Engineer,1994-08-20,1953-07-28,Geoffry,9999-01-01
461769,Birge,Engineer,1992-06-07,1952-10-07,Bodo,1997-06-07
461769,Birge,Senior Engineer,1997-06-07,1952-10-07,Bodo,9999-01-01
461776,Improta,Senior Staff,1996-09-02,1954-05-15,Bernt,9999-01-01
461803,Radwan,Senior Staff,1986-01-14,1955-02-22,Charmane,9999-01-01
461807,Rossi,Engineer,1985-05-16,1954-03-05,Shan,1994-05-16
461807,Rossi,Senior Engineer,1994-05-16,1954-03-05,Shan,9999-01-01
461808,Radivojevic,Senior Staff,2001-06-28,1952-06-29,Malu,9999-01-01
461808,Radivojevic,Staff,1995-06-29,1952-06-29,Malu,2001-06-28
461812,Kaiser,Senior Staff,1990-02-28,1955-06-13,Kristine,9999-01-01
461812,Kaiser,Staff,1985-02-28,1955-06-13,Kristine,1990-02-28
461818,Rosen,Senior Staff,1985-10-28,1954-12-26,Serap,9999-01-01
461820,Prenel,Senior Engineer,1987-12-15,1952-11-05,Lansing,9999-01-01
461833,Rosar,Engineer,1988-10-26,1952-03-20,Shuho,1994-10-26
461833,Rosar,Senior Engineer,1994-10-26,1952-03-20,Shuho,9999-01-01
461835,Pell,Senior Staff,2000-04-18,1953-01-23,Serenella,9999-01-01
461835,Pell,Staff,1993-04-18,1953-01-23,Serenella,2000-04-18
461848,Lemarechal,Senior Staff,2000-07-13,1954-06-10,Randi,9999-01-01
461848,Lemarechal,Staff,1994-07-14,1954-06-10,Randi,2000-07-13
461860,Syrotiuk,Assistant Engineer,1987-05-07,1953-04-13,Chaosheng,1996-05-06
461860,Syrotiuk,Engineer,1996-05-06,1953-04-13,Chaosheng,9999-01-01
461861,Marsiglia,Senior Staff,1993-06-08,1953-07-02,Aron,9999-01-01
461876,Hebden,Engineer,1992-06-28,1953-10-10,Golgen,2000-06-28
461876,Hebden,Senior Engineer,2000-06-28,1953-10-10,Golgen,9999-01-01
461877,Pepe,Senior Engineer,1986-01-21,1952-08-14,Kousuke,9999-01-01
461885,Gluchowski,Engineer,1992-01-10,1954-10-22,Sreenivas,1997-01-09
461885,Gluchowski,Senior Engineer,1997-01-09,1954-10-22,Sreenivas,9999-01-01
461891,Stranks,Technique Leader,1986-07-25,1955-12-21,Ranan,9999-01-01
461903,Puppe,Senior Engineer,1988-01-10,1952-03-29,Hironoby,9999-01-01
461907,Negoita,Senior Staff,1993-11-28,1954-05-01,Van,9999-01-01
461907,Negoita,Staff,1987-11-29,1954-05-01,Van,1993-11-28
461909,Porotnikoff,Engineer,1987-07-16,1955-08-03,Jagoda,1994-07-16
461909,Porotnikoff,Senior Engineer,1994-07-16,1955-08-03,Jagoda,9999-01-01
461912,Kowalchuk,Senior Staff,1989-12-07,1952-02-05,Ugo,9999-01-01
461915,Sambasivam,Senior Staff,1995-12-10,1952-02-19,Alejandro,9999-01-01
461915,Sambasivam,Staff,1987-12-10,1952-02-19,Alejandro,1995-12-10
461928,Wolniewicz,Engineer,1987-09-09,1953-08-05,Gopalakrishnan,1993-09-08
461928,Wolniewicz,Senior Engineer,1993-09-08,1953-08-05,Gopalakrishnan,9999-01-01
461936,Nishimukai,Assistant Engineer,1987-03-15,1952-04-10,Akeno,1993-03-14
461936,Nishimukai,Engineer,1993-03-14,1952-04-10,Akeno,1999-03-14
461936,Nishimukai,Senior Engineer,1999-03-14,1952-04-10,Akeno,9999-01-01
461949,Laurillard,Senior Staff,1991-08-23,1954-06-30,Duro,9999-01-01
461949,Laurillard,Staff,1986-08-23,1954-06-30,Duro,1991-08-23
461950,Streng,Senior Engineer,1990-06-02,1952-04-21,Hidefumi,9999-01-01
461956,Zuberek,Engineer,1985-03-25,1954-07-12,Hitomi,1994-03-25
461956,Zuberek,Senior Engineer,1994-03-25,1954-07-12,Hitomi,9999-01-01
461957,Biran,Senior Staff,1991-05-29,1953-05-20,Harjit,9999-01-01
461957,Biran,Staff,1986-05-29,1953-05-20,Harjit,1991-05-29
461958,Slobodova,Senior Staff,1993-05-17,1954-04-08,Mohit,9999-01-01
461958,Slobodova,Staff,1987-05-18,1954-04-08,Mohit,1993-05-17
461960,Ramsay,Senior Staff,2002-08-01,1952-09-24,Remko,9999-01-01
461960,Ramsay,Staff,1997-08-01,1952-09-24,Remko,2002-08-01
461964,Lund,Engineer,1987-02-03,1954-07-06,Ennio,1994-02-03
461964,Lund,Senior Engineer,1994-02-03,1954-07-06,Ennio,9999-01-01
461976,Papadias,Engineer,1985-02-16,1953-09-20,Berry,1994-02-16
461976,Papadias,Senior Engineer,1994-02-16,1953-09-20,Berry,9999-01-01
461979,Mandelberg,Senior Engineer,1999-02-06,1953-04-26,Fayez,9999-01-01
461990,Norsworthy,Senior Staff,1997-06-07,1952-05-07,Jacopo,9999-01-01
461997,Hempstead,Senior Staff,1996-01-25,1953-03-15,Fumitake,9999-01-01
461997,Hempstead,Staff,1989-01-24,1953-03-15,Fumitake,1996-01-25
462004,Snyers,Senior Staff,1991-09-22,1954-04-04,Ymte,9999-01-01
462004,Snyers,Staff,1986-09-22,1954-04-04,Ymte,1991-09-22
462016,Danner,Staff,1998-02-09,1952-09-13,Taiji,9999-01-01
462017,Cronau,Engineer,1986-04-24,1952-09-19,Cheong,1995-04-24
462017,Cronau,Senior Engineer,1995-04-24,1952-09-19,Cheong,9999-01-01
462028,Angot,Engineer,1986-02-08,1955-10-27,Rasiah,1992-02-08
462028,Angot,Senior Engineer,1992-02-08,1955-10-27,Rasiah,9999-01-01
462034,Lund,Engineer,1985-07-13,1952-05-11,Geoffry,1991-07-13
462034,Lund,Senior Engineer,1991-07-13,1952-05-11,Geoffry,9999-01-01
462035,Egerstedt,Engineer,1988-11-13,1953-09-09,Mohammed,1993-11-13
462035,Egerstedt,Senior Engineer,1993-11-13,1953-09-09,Mohammed,9999-01-01
462036,Hasenauer,Senior Staff,2000-04-10,1955-08-01,Bojan,9999-01-01
462036,Hasenauer,Staff,1992-04-10,1955-08-01,Bojan,2000-04-10
462038,Angot,Staff,1996-10-02,1953-12-14,Gianluca,9999-01-01
462044,Salverda,Engineer,1988-03-24,1952-12-25,Ziya,1996-03-24
462044,Salverda,Senior Engineer,1996-03-24,1952-12-25,Ziya,9999-01-01
462049,Antonisse,Senior Staff,1993-10-23,1954-01-17,Sachar,9999-01-01
462051,Stemann,Senior Staff,1986-01-05,1953-07-18,Jayesh,9999-01-01
462059,Zockler,Technique Leader,1986-06-15,1954-01-25,Naftaly,9999-01-01
462062,Einsfeld,Senior Staff,1993-10-27,1952-12-09,Francoise,9999-01-01
462062,Einsfeld,Staff,1988-10-27,1952-12-09,Francoise,1993-10-27
462070,Marsiglia,Staff,1998-04-18,1955-04-14,Mahmut,9999-01-01
462073,Plump,Senior Staff,1995-10-08,1953-09-07,Alassane,9999-01-01
462073,Plump,Staff,1986-10-08,1953-09-07,Alassane,1995-10-08
462076,Guting,Engineer,1988-02-05,1954-04-24,Katsuyuki,1994-02-04
462076,Guting,Senior Engineer,1994-02-04,1954-04-24,Katsuyuki,9999-01-01
462080,Larfeldt,Assistant Engineer,1995-10-24,1954-04-15,Guther,2001-10-23
462080,Larfeldt,Engineer,2001-10-23,1954-04-15,Guther,9999-01-01
462085,Gulla,Engineer,1986-12-14,1952-12-01,Marco,1992-12-13
462085,Gulla,Senior Engineer,1992-12-13,1952-12-01,Marco,9999-01-01
462086,Bressoud,Engineer,1991-10-08,1952-11-21,Fayez,1998-10-08
462086,Bressoud,Senior Engineer,1998-10-08,1952-11-21,Fayez,9999-01-01
462091,Stemann,Engineer,1989-09-29,1955-06-06,Patricia,1994-09-29
462091,Stemann,Senior Engineer,1994-09-29,1955-06-06,Patricia,9999-01-01
462097,Keohane,Senior Staff,1994-07-13,1954-12-04,Mircea,9999-01-01
462097,Keohane,Staff,1987-07-13,1954-12-04,Mircea,1994-07-13
462111,Sudbeck,Engineer,1985-08-05,1954-11-08,Udo,1992-08-05
462111,Sudbeck,Senior Engineer,1992-08-05,1954-11-08,Udo,9999-01-01
462116,Ramras,Engineer,1998-10-03,1955-03-27,Mahmut,9999-01-01
462119,Masamoto,Senior Staff,1992-10-29,1954-10-10,Dmitri,9999-01-01
462119,Masamoto,Staff,1987-10-30,1954-10-10,Dmitri,1992-10-29
462128,Angelopoulos,Assistant Engineer,1993-07-23,1953-06-19,Divine,2000-07-23
462128,Angelopoulos,Engineer,2000-07-23,1953-06-19,Divine,9999-01-01
462132,Gronowski,Engineer,1998-08-23,1952-11-17,Phule,9999-01-01
462140,Chleq,Engineer,1994-04-26,1955-08-27,Josyula,2002-04-26
462140,Chleq,Senior Engineer,2002-04-26,1955-08-27,Josyula,9999-01-01
462145,Thimonier,Senior Staff,1987-07-21,1954-06-02,Gurbir,9999-01-01
462151,Templeman,Engineer,1985-02-19,1953-06-10,Akeel,1993-02-19
462151,Templeman,Senior Engineer,1993-02-19,1953-06-10,Akeel,9999-01-01
462157,Emmart,Senior Staff,1986-08-07,1953-02-04,Mabhin,9999-01-01
462186,Fontet,Engineer,1986-02-02,1952-07-11,Mikhail,1994-02-02
462186,Fontet,Senior Engineer,1994-02-02,1952-07-11,Mikhail,9999-01-01
462190,Erdi,Senior Staff,1995-03-11,1952-02-16,Kazuhira,9999-01-01
462190,Erdi,Staff,1986-03-11,1952-02-16,Kazuhira,1995-03-11
462197,Thiran,Engineer,1988-03-01,1955-05-07,Yakkov,1993-03-01
462197,Thiran,Senior Engineer,1993-03-01,1955-05-07,Yakkov,9999-01-01
462208,Hopewell,Senior Staff,1996-03-26,1955-08-29,Stafford,9999-01-01
462208,Hopewell,Staff,1987-03-27,1955-08-29,Stafford,1996-03-26
462231,Albarhamtoshy,Senior Staff,1994-04-09,1955-01-06,Anneke,9999-01-01
462231,Albarhamtoshy,Staff,1988-04-09,1955-01-06,Anneke,1994-04-09
462237,Mundy,Engineer,1992-05-12,1952-03-06,Achilleas,1999-05-13
462237,Mundy,Senior Engineer,1999-05-13,1952-03-06,Achilleas,9999-01-01
462246,Cooley,Engineer,1994-07-30,1952-04-13,Kenton,2000-07-29
462246,Cooley,Senior Engineer,2000-07-29,1952-04-13,Kenton,9999-01-01
462248,Vrecion,Engineer,1999-10-17,1955-07-11,Manton,9999-01-01
462259,Huttel,Assistant Engineer,1993-04-28,1955-06-29,Tomoyuki,2001-04-28
462259,Huttel,Engineer,2001-04-28,1955-06-29,Tomoyuki,9999-01-01
462264,Baar,Senior Staff,1993-12-20,1954-05-17,Kirk,9999-01-01
462264,Baar,Staff,1986-12-20,1954-05-17,Kirk,1993-12-20
462271,Redmiles,Senior Staff,1994-10-28,1953-04-25,Feiyu,9999-01-01
462271,Redmiles,Staff,1986-10-28,1953-04-25,Feiyu,1994-10-28
462282,Morton,Senior Staff,1993-07-31,1954-02-20,Adly,9999-01-01
462282,Morton,Staff,1985-07-31,1954-02-20,Adly,1993-07-31
462284,Farrow,Senior Staff,1996-04-27,1954-07-11,Samphel,9999-01-01
462284,Farrow,Staff,1988-04-27,1954-07-11,Samphel,1996-04-27
462286,Anger,Senior Staff,1996-05-20,1954-09-22,Pintsang,9999-01-01
462286,Anger,Staff,1988-05-20,1954-09-22,Pintsang,1996-05-20
462289,Adachi,Engineer,1996-07-01,1952-05-11,Kenroku,2002-07-01
462289,Adachi,Senior Engineer,2002-07-01,1952-05-11,Kenroku,9999-01-01
462330,Shanbhogue,Senior Staff,1997-06-19,1954-03-09,Krassimir,9999-01-01
462330,Shanbhogue,Staff,1988-06-19,1954-03-09,Krassimir,1997-06-19
462331,Binkley,Senior Staff,1993-07-13,1954-01-17,Sushant,9999-01-01
462331,Binkley,Staff,1986-07-13,1954-01-17,Sushant,1993-07-13
462332,Jenevein,Staff,1997-10-27,1954-01-18,Yechezkel,9999-01-01
462345,Pileggi,Senior Engineer,1999-07-20,1952-09-06,Taisook,9999-01-01
462351,Jullig,Senior Engineer,1985-07-17,1954-12-28,Ohad,9999-01-01
462355,Besselaar,Technique Leader,1988-03-06,1953-07-07,Shahar,9999-01-01
462368,Tsukune,Senior Engineer,1995-11-04,1952-02-07,Bodo,9999-01-01
462372,Giaccio,Senior Staff,1999-11-25,1954-11-24,Shaibal,9999-01-01
462372,Giaccio,Staff,1993-11-25,1954-11-24,Shaibal,1999-11-25
462386,Rullman,Senior Staff,1993-09-16,1952-07-20,Parviz,9999-01-01
462386,Rullman,Staff,1987-09-17,1952-07-20,Parviz,1993-09-16
462387,Rossi,Senior Staff,1995-05-01,1955-11-07,Bezalel,9999-01-01
462387,Rossi,Staff,1987-05-01,1955-11-07,Bezalel,1995-05-01
462403,Segond,Assistant Engineer,1989-03-04,1954-09-02,Kensei,1994-03-04
462403,Segond,Engineer,1994-03-04,1954-09-02,Kensei,1999-03-04
462403,Segond,Senior Engineer,1999-03-04,1954-09-02,Kensei,9999-01-01
462407,Motley,Senior Staff,1993-12-10,1954-05-11,Sastry,9999-01-01
462407,Motley,Staff,1988-12-10,1954-05-11,Sastry,1993-12-10
462419,Peris,Staff,1999-12-15,1952-04-15,Chinho,9999-01-01
462443,Ranka,Senior Staff,1999-03-20,1954-08-09,Miomir,9999-01-01
462443,Ranka,Staff,1992-03-19,1954-08-09,Miomir,1999-03-20
462470,Worfolk,Assistant Engineer,1997-12-09,1955-12-15,Satyanarayana,9999-01-01
462473,Butterworth,Technique Leader,1987-09-08,1955-03-31,Honesty,9999-01-01
462484,Masamoto,Senior Engineer,1986-07-05,1954-11-12,Ronghao,9999-01-01
462506,Bugaenko,Engineer,1988-09-03,1954-01-04,Achilleas,1994-09-03
462506,Bugaenko,Senior Engineer,1994-09-03,1954-01-04,Achilleas,9999-01-01
462510,Barvinok,Engineer,1997-03-25,1955-03-24,Kshitij,2002-03-25
462510,Barvinok,Senior Engineer,2002-03-25,1955-03-24,Kshitij,9999-01-01
462512,Leuchs,Engineer,1987-10-07,1954-01-03,Youjian,1992-10-06
462512,Leuchs,Senior Engineer,1992-10-06,1954-01-03,Youjian,9999-01-01
462518,Stavenow,Senior Staff,1993-05-23,1955-03-24,Ishfaq,9999-01-01
462518,Stavenow,Staff,1986-05-23,1955-03-24,Ishfaq,1993-05-23
462539,Mikschl,Engineer,1988-02-09,1952-03-23,Shin,1996-02-09
462539,Mikschl,Senior Engineer,1996-02-09,1952-03-23,Shin,9999-01-01
462549,Bakhtari,Engineer,1996-11-27,1954-07-04,Gretta,2001-11-27
462549,Bakhtari,Senior Engineer,2001-11-27,1954-07-04,Gretta,9999-01-01
462552,Michaels,Engineer,1993-08-15,1953-09-05,Hironobu,1998-08-15
462552,Michaels,Senior Engineer,1998-08-15,1953-09-05,Hironobu,9999-01-01
462557,Androutsos,Technique Leader,1986-08-17,1955-06-02,Lobel,9999-01-01
462559,Swift,Engineer,1991-11-16,1953-08-30,Adas,1997-11-15
462559,Swift,Senior Engineer,1997-11-15,1953-08-30,Adas,9999-01-01
462561,Azulay,Senior Staff,2001-01-16,1955-11-16,Vishwani,9999-01-01
462561,Azulay,Staff,1996-01-17,1955-11-16,Vishwani,2001-01-16
462563,Weedon,Technique Leader,1993-08-01,1954-07-27,Toshimori,9999-01-01
462590,Zucker,Engineer,1992-12-25,1952-02-14,DeForest,1998-12-25
462590,Zucker,Senior Engineer,1998-12-25,1952-02-14,DeForest,9999-01-01
462595,Pramanik,Senior Staff,1985-03-06,1954-03-22,Mohamadou,9999-01-01
462607,Qiwen,Technique Leader,1990-04-29,1953-01-08,Arif,9999-01-01
462618,Munoz,Technique Leader,1987-09-14,1955-12-14,Mingdong,9999-01-01
462648,Sridhar,Senior Engineer,1986-06-24,1955-10-06,Fatemeh,9999-01-01
462668,Jenevein,Senior Staff,1998-01-15,1954-09-17,Bedrich,9999-01-01
462668,Jenevein,Staff,1992-01-16,1954-09-17,Bedrich,1998-01-15
462685,Candan,Staff,2000-01-21,1952-08-30,Temple,9999-01-01
462690,Hettesheimer,Senior Staff,1996-05-09,1954-01-12,Shaunak,9999-01-01
462690,Hettesheimer,Staff,1988-05-09,1954-01-12,Shaunak,1996-05-09
462698,Blokdijk,Senior Engineer,1998-12-22,1952-03-04,Tzvetan,9999-01-01
462703,Terkki,Senior Staff,1997-04-25,1955-07-06,Jaber,9999-01-01
462703,Terkki,Staff,1988-04-25,1955-07-06,Jaber,1997-04-25
462705,Norsworthy,Staff,1998-01-10,1954-03-18,Mohit,9999-01-01
462706,VanScheik,Senior Staff,1995-04-11,1953-05-29,Caolyn,9999-01-01
462706,VanScheik,Staff,1986-04-11,1953-05-29,Caolyn,1995-04-11
462734,Jansch,Senior Engineer,1987-01-02,1955-07-07,Shridhar,9999-01-01
462737,Szemeredi,Senior Engineer,1995-11-19,1952-11-24,Yuguang,9999-01-01
462742,Kruskal,Senior Staff,1993-11-02,1954-06-19,Jayson,9999-01-01
462742,Kruskal,Staff,1987-11-03,1954-06-19,Jayson,1993-11-02
462749,Ramsay,Engineer,1987-04-06,1952-07-04,Yunming,1996-04-04
462749,Ramsay,Senior Engineer,1996-04-04,1952-07-04,Yunming,9999-01-01
462759,Kaiserswerth,Assistant Engineer,1995-12-10,1952-07-01,Bodo,2000-12-09
462759,Kaiserswerth,Engineer,2000-12-09,1952-07-01,Bodo,9999-01-01
462760,Baja,Senior Staff,1995-04-21,1953-07-28,Chenye,9999-01-01
462760,Baja,Staff,1987-04-21,1953-07-28,Chenye,1995-04-21
462765,Rohrbach,Senior Staff,2001-11-29,1952-11-17,Yurii,9999-01-01
462765,Rohrbach,Staff,1993-11-29,1952-11-17,Yurii,2001-11-29
462767,Ranai,Staff,1995-08-15,1954-09-19,Uri,9999-01-01
462776,Dechter,Senior Staff,1993-03-26,1953-11-16,Mostafa,9999-01-01
462776,Dechter,Staff,1986-03-26,1953-11-16,Mostafa,1993-03-26
462792,Merkl,Engineer,1994-02-24,1954-10-02,Shim,2000-02-24
462792,Merkl,Senior Engineer,2000-02-24,1954-10-02,Shim,9999-01-01
462800,Auria,Senior Engineer,1986-02-05,1953-06-08,Sariel,9999-01-01
462809,Brlek,Engineer,1987-09-14,1954-11-26,Mana,1996-09-13
462809,Brlek,Senior Engineer,1996-09-13,1954-11-26,Mana,9999-01-01
462819,Zwicker,Engineer,1986-04-18,1954-03-28,Dmitry,1991-04-18
462819,Zwicker,Senior Engineer,1991-04-18,1954-03-28,Dmitry,9999-01-01
462829,Range,Engineer,1994-08-28,1952-09-04,Moss,2000-08-27
462829,Range,Senior Engineer,2000-08-27,1952-09-04,Moss,9999-01-01
462831,Wolniewicz,Senior Staff,1995-10-02,1954-10-09,Heather,9999-01-01
462831,Wolniewicz,Staff,1988-10-01,1954-10-09,Heather,1995-10-02
462844,Gini,Assistant Engineer,1987-12-31,1952-02-13,Khatoun,1996-12-30
462844,Gini,Engineer,1996-12-30,1952-02-13,Khatoun,9999-01-01
462849,Pintelas,Senior Staff,1993-05-02,1953-09-10,Tadahiro,9999-01-01
462849,Pintelas,Staff,1986-05-02,1953-09-10,Tadahiro,1993-05-02
462857,Hoogerwoord,Senior Staff,2000-11-21,1953-06-03,Kwangsub,9999-01-01
462857,Hoogerwoord,Staff,1991-11-22,1953-06-03,Kwangsub,2000-11-21
462859,Gire,Engineer,1996-06-23,1954-10-26,Xinglin,2002-06-23
462859,Gire,Senior Engineer,2002-06-23,1954-10-26,Xinglin,9999-01-01
462863,Cullers,Senior Engineer,1985-06-06,1955-08-06,Jamaludin,9999-01-01
462865,Schaad,Senior Staff,1986-08-13,1954-07-08,Kensei,9999-01-01
462866,Ritcey,Technique Leader,1985-03-19,1954-09-05,Babette,9999-01-01
462872,Zirintsis,Senior Staff,1996-12-19,1955-08-18,Shahaf,9999-01-01
462872,Zirintsis,Staff,1987-12-20,1955-08-18,Shahaf,1996-12-19
462875,Picaronny,Engineer,1996-03-21,1954-05-07,Francoise,2002-03-21
462875,Picaronny,Senior Engineer,2002-03-21,1954-05-07,Francoise,9999-01-01
462890,Peak,Staff,1995-05-20,1955-06-09,Jinya,9999-01-01
462919,Atrawala,Engineer,1985-10-24,1953-01-19,Taizo,1992-10-24
462919,Atrawala,Senior Engineer,1992-10-24,1953-01-19,Taizo,9999-01-01
462924,Veevers,Engineer,1988-10-13,1955-03-03,Sanjay,1996-10-13
462924,Veevers,Senior Engineer,1996-10-13,1955-03-03,Sanjay,9999-01-01
462925,Comyn,Senior Staff,1996-01-23,1952-02-11,Dharmaraja,9999-01-01
462925,Comyn,Staff,1991-01-23,1952-02-11,Dharmaraja,1996-01-23
462933,Hemaspaandra,Engineer,1987-11-03,1953-09-18,Randy,1995-11-03
462933,Hemaspaandra,Senior Engineer,1995-11-03,1953-09-18,Randy,9999-01-01
462955,Kusakabe,Engineer,1985-06-02,1954-05-01,Eben,1992-06-02
462955,Kusakabe,Senior Engineer,1992-06-02,1954-05-01,Eben,9999-01-01
462982,Mundy,Senior Staff,1996-05-09,1953-06-30,Kankanahalli,9999-01-01
462982,Mundy,Staff,1988-05-09,1953-06-30,Kankanahalli,1996-05-09
462987,Shrader,Senior Staff,1994-07-12,1954-03-22,Nevio,9999-01-01
462987,Shrader,Staff,1985-07-12,1954-03-22,Nevio,1994-07-12
462994,Haldar,Senior Staff,1987-05-24,1955-02-24,Horward,9999-01-01
462999,Gonthier,Senior Staff,1997-12-24,1952-06-05,Venkatesan,9999-01-01
463010,Prochazka,Engineer,1991-05-08,1953-08-28,Abdelwaheb,1996-05-07
463010,Prochazka,Senior Engineer,1996-05-07,1953-08-28,Abdelwaheb,9999-01-01
463019,Figueira,Senior Staff,1993-04-03,1955-11-07,Jovan,9999-01-01
463019,Figueira,Staff,1988-04-04,1955-11-07,Jovan,1993-04-03
463027,Pews,Engineer,1985-02-03,1954-07-23,Peer,1993-02-03
463027,Pews,Senior Engineer,1993-02-03,1954-07-23,Peer,9999-01-01
463030,Oppitz,Senior Staff,1992-12-07,1955-12-27,Kazuhito,9999-01-01
463030,Oppitz,Staff,1986-12-08,1955-12-27,Kazuhito,1992-12-07
463041,Litecky,Engineer,1993-09-02,1953-11-19,Navid,1999-09-02
463041,Litecky,Senior Engineer,1999-09-02,1953-11-19,Navid,9999-01-01
463042,Peron,Engineer,1994-08-16,1954-06-10,Billie,9999-01-01
463067,Gyorkos,Engineer,1987-06-03,1954-09-30,Oddvar,1992-06-02
463067,Gyorkos,Senior Engineer,1992-06-02,1954-09-30,Oddvar,9999-01-01
463076,Swen,Engineer,1985-02-18,1954-07-25,Mechthild,1991-02-18
463076,Swen,Senior Engineer,1991-02-18,1954-07-25,Mechthild,9999-01-01
463078,Mateescu,Senior Staff,1995-12-31,1953-01-23,Shirish,9999-01-01
463078,Mateescu,Staff,1988-12-30,1953-01-23,Shirish,1995-12-31
463081,Chaudhury,Assistant Engineer,1988-09-16,1952-03-12,Leen,1993-09-16
463081,Chaudhury,Engineer,1993-09-16,1952-03-12,Leen,1998-09-16
463081,Chaudhury,Senior Engineer,1998-09-16,1952-03-12,Leen,9999-01-01
463092,Peres,Engineer,1987-05-19,1952-03-29,Arnould,1995-05-19
463092,Peres,Senior Engineer,1995-05-19,1952-03-29,Arnould,9999-01-01
463093,Frolund,Senior Staff,1994-05-31,1952-02-22,Evgueni,9999-01-01
463093,Frolund,Staff,1989-05-31,1952-02-22,Evgueni,1994-05-31
463098,Merlo,Technique Leader,1988-07-16,1953-09-20,Howell,9999-01-01
463131,Bolsens,Engineer,1991-01-14,1952-05-18,Cathie,1997-01-13
463131,Bolsens,Senior Engineer,1997-01-13,1952-05-18,Cathie,9999-01-01
463141,Masaki,Senior Engineer,1988-06-15,1952-05-19,Marsha,9999-01-01
463147,Terwilliger,Senior Staff,1997-08-02,1954-12-24,Georgy,9999-01-01
463147,Terwilliger,Staff,1990-08-02,1954-12-24,Georgy,1997-08-02
463149,Kamber,Staff,1996-03-15,1953-07-07,Valeska,9999-01-01
463152,Schiper,Engineer,1989-11-04,1954-01-14,Premsyl,1997-11-04
463152,Schiper,Senior Engineer,1997-11-04,1954-01-14,Premsyl,9999-01-01
463155,Sabnani,Senior Engineer,1985-04-26,1954-09-23,Aemilian,9999-01-01
463156,Miake,Senior Staff,1987-02-15,1953-04-14,Vojin,9999-01-01
463161,Milicia,Senior Engineer,1985-07-14,1955-04-22,Subhash,9999-01-01
463185,Rosay,Senior Staff,1996-07-10,1953-02-10,Yahiko,9999-01-01
463187,Penn,Technique Leader,1986-10-02,1952-12-14,Sachin,9999-01-01
463214,Acton,Assistant Engineer,1992-11-14,1955-12-12,Toshimo,1997-11-14
463214,Acton,Engineer,1997-11-14,1955-12-12,Toshimo,9999-01-01
463250,Ranta,Engineer,1986-02-20,1953-01-09,Arup,1991-02-20
463250,Ranta,Senior Engineer,1991-02-20,1953-01-09,Arup,9999-01-01
463252,Krzyzanowski,Engineer,1985-06-21,1954-09-25,Demin,1993-06-21
463252,Krzyzanowski,Senior Engineer,1993-06-21,1954-09-25,Demin,9999-01-01
463256,Demos,Senior Staff,1990-12-20,1953-01-21,Mabhin,9999-01-01
463256,Demos,Staff,1985-12-20,1953-01-21,Mabhin,1990-12-20
463260,Muntz,Engineer,1996-02-06,1955-07-08,Masako,2002-02-05
463260,Muntz,Senior Engineer,2002-02-05,1955-07-08,Masako,9999-01-01
463286,Avouris,Senior Staff,1999-06-27,1952-05-26,Kwangho,9999-01-01
463286,Avouris,Staff,1991-06-27,1952-05-26,Kwangho,1999-06-27
463310,Melichar,Engineer,1991-06-24,1952-02-22,Yoshimitsu,1998-06-24
